City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Denizli,37.8402,29.0698,61.65,80,100,1.66,TR,2021-10-31 22:05:30
295,Ahja,58.2091,27.0734,50.18,81,66,8.19,EE,2021-10-31 22:05:30
296,Bengkulu,-3.8004,102.2655,76.17,88,100,4.38,ID,2021-10-31 22:05:31
297,Qaanaaq,77.484,-69.3632,12.4,69,100,8.86,GL,2021-10-31 22:05:31
298,Belyy Yar,53.6039,91.3903,35.85,71,0,13.42,RU,2021-10-31 22:05:32
299,Castro,-24.7911,-50.0119,59.22,98,97,5.48,BR,2021-10-31 22:05:32
300,Goroka,-6.0834,145.3873,66.2,84,100,2.01,PG,2021-10-31 22:05:32
301,Hami,42.8,93.45,48.34,48,100,2.39,CN,2021-10-31 22:05:33
302,Kisangani,0.5167,25.2,70.72,100,100,2.26,CD,2021-10-31 22:05:33
303,Nichlaul,27.3167,83.7333,64.4,74,0,3.74,IN,2021-10-31 22:05:34
304,Puerto Leguizamo,-0.1934,-74.7819,78.96,82,93,0.34,CO,2021-10-31 22:05:34
305,Helong,42.5397,128.9972,42.21,95,100,4.56,CN,2021-10-31 22:05:35
306,Christchurch,-43.5333,172.6333,61.32,58,47,4.0,NZ,2021-10-31 22:05:35
307,Khandyga,62.6667,135.6,2.75,86,100,4.03,RU,2021-10-31 22:05:35
308,Zima,53.9202,102.0442,29.71,89,85,7.18,RU,2021-10-31 22:05:36
309,Vanimo,-2.6741,141.3028,79.16,86,100,3.29,PG,2021-10-31 22:05:37
310,Verkhnedneprovskiy,54.9813,33.3457,38.73,86,4,7.38,RU,2021-10-31 22:05:37
311,Gladstone,-23.85,151.25,74.79,60,40,13.8,AU,2021-10-31 22:05:37
312,Belmonte,-15.8631,-38.8828,77.5,84,43,8.41,BR,2021-10-31 22:05:38
313,Prainha,-1.8,-53.48,82.24,66,81,2.1,BR,2021-10-31 22:05:38
314,Coruripe,-10.1256,-36.1756,77.5,77,70,11.18,BR,2021-10-31 22:05:39
315,Santa Cruz,-17.8,-63.1667,88.18,44,52,0.74,BO,2021-10-31 22:02:09
316,Leua,48.2156,18.6071,47.1,72,0,8.59,SK,2021-10-31 22:05:39
317,Tiarei,-17.5333,-149.3333,82.42,73,63,14.23,PF,2021-10-31 22:05:39
318,Margate,51.3813,1.3862,53.31,76,0,3.0,GB,2021-10-31 22:06:40
319,Laguna,38.421,-121.4238,70.05,60,1,1.99,US,2021-10-31 22:04:08
320,Aktash,50.3,87.7333,20.25,63,90,8.46,RU,2021-10-31 22:06:41
321,Nieuwpoort,51.1244,2.7735,51.1,87,20,8.05,BE,2021-10-31 22:06:41
322,Xinmin,41.9908,122.8253,35.11,50,0,7.36,CN,2021-10-31 22:06:41
323,Menongue,-14.6585,17.691,64.6,84,94,8.16,AO,2021-10-31 22:06:42
324,Hasaki,35.7333,140.8333,57.6,83,100,9.33,JP,2021-10-31 22:04:45
325,Lakes Entrance,-37.8811,147.981,62.17,60,40,1.48,AU,2021-10-31 22:06:42
326,Denpasar,-8.65,115.2167,78.46,88,75,4.61,ID,2021-10-31 22:06:43
327,Fare,-16.7,-151.0167,78.37,74,97,15.17,PF,2021-10-31 22:06:43
328,Clearwater,27.9659,-82.8001,72.91,75,75,8.01,US,2021-10-31 22:06:44
329,Panaba,21.2833,-88.2667,79.16,51,24,12.39,MX,2021-10-31 22:06:44
330,Kabompo,-13.5927,24.2008,66.51,82,92,4.43,ZM,2021-10-31 22:06:45
331,Ambon,-3.6954,128.1814,75.34,94,20,8.05,ID,2021-10-31 22:06:45
332,Katsuura,35.1333,140.3,61.2,86,89,6.89,JP,2021-10-31 22:06:45
333,Kahuta,33.5913,73.3868,56.84,40,15,6.91,PK,2021-10-31 22:06:46
334,Stege,54.987,12.2846,55.09,76,100,28.14,DK,2021-10-31 22:06:46
335,Homer,59.6425,-151.5483,48.78,73,75,9.22,US,2021-10-31 22:06:47
336,Port Lincoln,-34.7333,135.8667,63.72,48,0,9.31,AU,2021-10-31 22:06:47
337,Waipawa,-41.4122,175.5153,57.45,66,91,2.68,NZ,2021-10-31 22:06:47
338,Sitka,57.0531,-135.33,53.49,37,75,11.5,US,2021-10-31 22:06:48
339,Coihaique,-45.5752,-72.0662,71.55,28,0,0.0,CL,2021-10-31 22:06:48
340,Kipushi,-11.7667,27.2333,66.54,74,96,3.76,CD,2021-10-31 22:06:48
341,Yablonovo,50.8523,37.3574,39.06,60,0,5.97,RU,2021-10-31 22:06:49
342,Ucluelet,48.9329,-125.5528,56.08,67,0,3.0,CA,2021-10-31 22:04:06
343,Richards Bay,-28.783,32.0377,64.17,89,1,5.12,ZA,2021-10-31 22:06:49
344,Kasempa,-13.4584,25.8338,69.28,56,53,5.46,ZM,2021-10-31 22:06:50
345,Beyneu,45.3167,55.2,48.85,65,0,6.67,KZ,2021-10-31 22:03:50
346,Saint-Augustin,51.226,-58.6502,45.01,67,97,5.21,CA,2021-10-31 22:06:51
347,Dingle,10.9995,122.6711,75.04,91,95,7.58,PH,2021-10-31 22:06:51
348,Los Llanos De Aridane,28.6585,-17.9182,66.13,73,0,1.01,ES,2021-10-31 22:02:18
349,Kamenka,51.3223,42.7678,41.74,70,1,6.17,RU,2021-10-31 22:06:52
350,Cayenne,4.9333,-52.3333,83.08,79,96,1.99,GF,2021-10-31 22:06:52
351,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,68,40,2.24,RU,2021-10-31 22:06:52
352,Sinnamary,5.3833,-52.95,78.31,85,68,8.23,GF,2021-10-31 22:06:53
353,Auki,-8.7676,160.7034,81.18,79,81,4.29,SB,2021-10-31 22:06:53
354,Coquimbo,-29.9533,-71.3436,60.53,72,75,11.5,CL,2021-10-31 22:06:54
355,Batemans Bay,-35.7167,150.1833,70.2,55,75,0.81,AU,2021-10-31 22:06:54
356,Tura,25.5198,90.2201,60.39,72,0,3.11,IN,2021-10-31 22:05:00
357,Cedar Rapids,42.0083,-91.6441,51.12,47,1,8.01,US,2021-10-31 22:06:55
358,Verkhnyaya Toyma,62.2349,44.9985,38.59,99,100,1.95,RU,2021-10-31 22:06:55
359,Beloha,-25.1667,45.05,72.03,76,97,4.07,MG,2021-10-31 22:06:55
360,Puerto Del Rosario,28.5004,-13.8627,71.35,83,75,11.5,ES,2021-10-31 22:06:56
361,Beaufort,5.3473,115.7455,73.63,94,91,3.2,MY,2021-10-31 22:06:56
362,Micheweni,-4.9667,39.8333,78.55,84,9,9.71,TZ,2021-10-31 22:06:57
363,Portland,45.5234,-122.6762,64.98,40,20,3.0,US,2021-10-31 22:05:52
364,Victoria,22.2855,114.1577,76.32,83,89,1.99,HK,2021-10-31 22:07:57
365,Maposeni,-10.5833,35.4,71.13,64,23,7.85,TZ,2021-10-31 22:07:58
366,Monrovia,6.3005,-10.7969,78.57,88,97,4.7,LR,2021-10-31 22:07:58
367,Camalu,30.85,-116.0667,70.43,64,1,9.84,MX,2021-10-31 22:07:59
368,Burnie,-41.0667,145.9167,56.21,59,92,9.46,AU,2021-10-31 22:07:59
369,Varhaug,58.6147,5.6457,54.9,81,100,38.05,NO,2021-10-31 22:07:59
370,Mao,39.8885,4.2658,68.56,94,0,5.75,ES,2021-10-31 22:08:00
371,Nisia Floresta,-6.0911,-35.2086,81.41,78,59,11.72,BR,2021-10-31 22:08:00
372,Guarare,7.8167,-80.2833,80.17,80,95,3.33,PA,2021-10-31 22:08:01
373,Morristown,36.214,-83.2949,59.22,68,90,5.75,US,2021-10-31 22:08:01
374,Faya,18.3851,42.4509,57.72,52,3,5.08,SA,2021-10-31 22:08:01
375,Ballina,-28.8667,153.5667,68.18,83,100,6.49,AU,2021-10-31 22:08:02
376,Porto Torres,40.835,8.3972,66.38,91,97,5.97,IT,2021-10-31 22:08:02
377,Ponta Delgada,37.7333,-25.6667,72.5,88,75,8.05,PT,2021-10-31 22:08:03
378,Dharampuri,22.1667,75.35,66.87,52,15,4.34,IN,2021-10-31 22:08:03
379,San Quintin,30.4833,-115.95,67.14,68,0,11.95,MX,2021-10-31 22:03:44
380,Royan,45.6285,-1.0281,57.18,71,48,15.3,FR,2021-10-31 22:08:04
381,Hoi An,15.8794,108.335,76.96,89,70,2.95,VN,2021-10-31 22:08:04
382,Jasper,37.2001,-94.3502,60.53,49,20,4.0,US,2021-10-31 22:07:15
383,Biak,-0.9131,122.8766,76.44,82,87,1.32,ID,2021-10-31 22:08:05
384,Medea,36.2642,2.7539,63.05,86,64,4.72,DZ,2021-10-31 22:08:05
385,Hearst,49.6835,-83.6665,35.69,91,100,11.81,CA,2021-10-31 22:08:06
386,Mount Isa,-20.7333,139.5,78.57,24,13,5.75,AU,2021-10-31 22:08:06
387,Arua,3.0201,30.9111,64.62,86,52,3.85,UG,2021-10-31 22:08:06
388,Promissao,-21.5367,-49.8581,67.08,93,81,7.63,BR,2021-10-31 22:03:36
389,Puerto Escondido,15.85,-97.0667,86.83,66,40,5.75,MX,2021-10-31 22:08:07
390,Marzuq,14.4,46.4667,68.79,57,5,0.96,YE,2021-10-31 22:08:08
391,Kholodnyy,62.7167,147.95,-19.61,98,83,1.1,RU,2021-10-31 22:08:08
392,Carnduff,49.1667,-101.8009,35.38,43,96,15.41,CA,2021-10-31 22:08:08
393,Lakhdenpokhya,61.5198,30.1992,45.82,91,100,7.56,RU,2021-10-31 22:08:09
394,Dakar,14.6937,-17.4441,81.48,76,100,13.76,SN,2021-10-31 22:08:09
395,Manokwari,-0.8667,134.0833,78.84,85,99,9.22,ID,2021-10-31 22:08:10
396,Diamantino,-14.4086,-56.4461,76.21,85,92,1.45,BR,2021-10-31 22:07:52
397,Soyo,-6.1349,12.3689,77.49,86,65,8.01,AO,2021-10-31 22:08:10
398,Northam,51.0333,-4.2167,53.65,71,46,28.36,GB,2021-10-31 22:08:11
399,Lagunas,-5.2269,-75.6753,88.12,57,75,2.42,PE,2021-10-31 22:08:11
400,Katangli,51.7102,143.2326,24.62,75,11,7.38,RU,2021-10-31 22:08:12
401,Orsha,54.5153,30.4053,39.78,75,0,9.78,BY,2021-10-31 22:08:12
402,Rudnogorsk,57.2639,103.7519,27.73,94,100,2.62,RU,2021-10-31 22:08:13
403,Bria,6.5423,21.9863,71.06,88,60,0.16,CF,2021-10-31 22:08:13
404,Frystak,49.2852,17.6835,53.2,73,7,3.0,CZ,2021-10-31 22:08:13
405,Sechura,-5.5569,-80.8222,71.65,63,22,13.94,PE,2021-10-31 22:08:14
406,Sao Joao Da Barra,-21.6403,-41.0511,71.6,91,100,13.82,BR,2021-10-31 22:09:14
407,Bucerias,20.75,-105.3333,85.98,78,0,7.11,MX,2021-10-31 22:08:50
408,Itarema,-2.9248,-39.9167,80.33,78,38,12.57,BR,2021-10-31 22:09:15
409,Rabo De Peixe,37.8,-25.5833,71.28,93,75,8.05,PT,2021-10-31 22:09:15
410,Demidov,55.2706,31.515,40.15,77,1,7.07,RU,2021-10-31 22:09:16
411,Ada,43.4166,-116.1262,57.67,62,90,1.99,US,2021-10-31 22:09:16
412,Singuilucan,19.9667,-98.5167,62.6,33,89,10.04,MX,2021-10-31 22:09:16
413,Bahia Honda,22.9036,-83.1592,77.88,68,84,8.16,CU,2021-10-31 22:09:17
414,Shetpe,44.1667,52.1167,47.41,49,6,9.01,KZ,2021-10-31 22:09:17
415,Paka,4.6374,103.4368,77.81,89,94,4.97,MY,2021-10-31 22:09:18
416,Gilbues,-9.8317,-45.3439,84.7,37,97,3.2,BR,2021-10-31 22:09:18
417,Mazara Del Vallo,37.6641,12.588,64.36,98,100,17.67,IT,2021-10-31 22:09:19
418,Ulcinj,41.9294,19.2244,46.62,69,0,4.14,ME,2021-10-31 22:09:19
419,Boras,57.721,12.9401,50.54,94,100,11.32,SE,2021-10-31 22:09:20
420,Axim,4.8699,-2.2405,78.67,88,100,10.71,GH,2021-10-31 22:09:20
421,Trinidad,-14.8333,-64.9,96.78,44,82,6.91,BO,2021-10-31 22:09:21
422,Duzce,40.8389,31.1639,57.83,72,97,3.42,TR,2021-10-31 22:08:20
423,Varkkallai,8.7341,76.7067,76.78,88,100,3.29,IN,2021-10-31 22:09:21
424,Puro,12.4841,123.3827,79.39,82,21,10.6,PH,2021-10-31 22:09:22
425,Bjornevatn,69.6672,29.9847,29.82,93,90,9.22,NO,2021-10-31 22:09:22
426,Chingirlau,51.095,54.0814,41.52,85,28,9.57,KZ,2021-10-31 22:09:22
427,Ondjiva,-17.0667,15.7333,77.83,13,65,14.18,AO,2021-10-31 22:09:23
428,Olafsvik,64.8945,-23.7142,35.04,70,37,17.38,IS,2021-10-31 22:09:23
429,Komsomolskiy,40.4272,71.7189,44.02,60,1,1.19,UZ,2021-10-31 22:09:24
430,Sambava,-14.2667,50.1667,73.06,91,22,5.53,MG,2021-10-31 22:09:24
431,Providencia,28.7167,-111.5833,91.47,39,81,10.0,MX,2021-10-31 22:09:24
432,Peniche,39.3558,-9.3811,71.62,95,98,19.55,PT,2021-10-31 22:09:25
433,Bereda,43.2686,-7.5406,55.42,95,100,6.51,ES,2021-10-31 22:09:25
434,Edzell,56.8095,-2.6549,45.01,94,38,3.89,GB,2021-10-31 22:09:26
435,Baruun-Urt,46.6806,113.2792,23.68,28,15,8.12,MN,2021-10-31 22:09:26
436,Souillac,-20.5167,57.5167,71.98,83,40,3.44,MU,2021-10-31 22:09:26
437,Port Augusta,-32.5,137.7667,68.7,18,99,5.41,AU,2021-10-31 22:09:27
438,Lingao,19.9103,109.6859,74.07,93,57,9.71,CN,2021-10-31 22:09:27
439,Tual,-5.6667,132.75,84.09,72,99,10.27,ID,2021-10-31 22:09:27
440,Bilma,18.6853,12.9164,80.26,22,1,9.98,NE,2021-10-31 22:09:28
441,Ust-Tsilma,65.441,52.1498,11.39,98,86,4.23,RU,2021-10-31 22:09:28
442,Biscarrosse,44.3945,-1.1672,60.66,82,75,5.75,FR,2021-10-31 22:09:29
443,Gwadar,25.1216,62.3254,82.4,32,3,17.96,PK,2021-10-31 22:09:29
444,Alghero,40.5589,8.3181,66.29,94,40,3.44,IT,2021-10-31 22:09:29
445,Guanare,9.0418,-69.7421,77.45,89,74,3.27,VE,2021-10-31 22:09:30
446,Tuatapere,-46.1333,167.6833,56.73,61,83,9.57,NZ,2021-10-31 22:09:30
447,Tessalit,20.1986,1.0114,84.02,14,15,5.3,ML,2021-10-31 22:09:31
448,Rivadavia,-33.1905,-68.4608,56.12,58,100,15.12,AR,2021-10-31 22:09:31
449,Cairns,-16.9167,145.7667,85.06,83,90,8.05,AU,2021-10-31 22:07:29
450,Sistranda,63.7256,8.834,47.89,74,61,22.5,NO,2021-10-31 22:10:32
451,Bowen,-20.0167,148.2333,81.18,70,14,20.13,AU,2021-10-31 22:08:45
452,Marfino,55.7028,37.3822,41.14,88,28,11.18,RU,2021-10-31 22:10:32
453,Mutoko,-17.397,32.2268,69.04,51,51,6.11,ZW,2021-10-31 22:10:33
454,Iralaya,15.0,-83.2333,82.49,71,97,13.67,HN,2021-10-31 22:10:33
455,Syrskoye,52.5744,39.4966,41.56,76,5,6.51,RU,2021-10-31 22:10:33
456,Bhatkal,13.9667,74.5667,77.92,81,77,5.19,IN,2021-10-31 22:10:34
457,Mitsamiouli,-11.3847,43.2844,78.53,79,10,10.67,KM,2021-10-31 22:10:34
458,Tateyama,34.9833,139.8667,61.11,88,83,10.83,JP,2021-10-31 22:10:35
459,Burns Lake,54.2331,-125.7533,40.01,36,9,3.13,CA,2021-10-31 22:10:35
460,Kambove,-10.8764,26.5969,65.44,86,96,3.44,CD,2021-10-31 22:07:09
461,Kibaha,-6.7667,38.9167,74.01,82,7,3.69,TZ,2021-10-31 22:10:36
462,Pandan,14.0453,124.1694,80.51,72,73,11.45,PH,2021-10-31 22:10:36
463,Madang,-5.2246,145.7966,79.16,88,100,3.65,PG,2021-10-31 22:10:37
464,Pavlovka,52.6897,47.1405,41.92,83,7,7.96,RU,2021-10-31 22:10:37
465,Inhambane,-23.865,35.3833,70.0,81,29,3.15,MZ,2021-10-31 22:10:37
466,Lethem,3.3803,-59.7968,81.39,67,98,5.46,GY,2021-10-31 22:10:38
467,Klyuchi,52.2667,79.1667,27.75,77,85,8.88,RU,2021-10-31 22:10:38
468,Launceston,-41.45,147.1667,56.61,74,27,5.99,AU,2021-10-31 22:10:39
469,Aras,42.5617,-2.356,55.81,97,40,2.3,ES,2021-10-31 22:10:39
470,Gorom-Gorom,14.4439,-0.2361,88.77,13,81,9.71,BF,2021-10-31 22:10:39
471,Vuktyl,63.8567,57.3094,15.1,94,95,5.17,RU,2021-10-31 22:10:40
472,Aykhal,66.0,111.5,6.51,93,100,21.54,RU,2021-10-31 22:10:40
473,Naryan-Mar,67.6713,53.087,8.78,90,5,7.74,RU,2021-10-31 22:10:40
474,Ayan,56.45,138.1667,21.36,48,4,5.3,RU,2021-10-31 22:10:41
475,Lima,-12.0432,-77.0282,64.38,44,75,1.01,PE,2021-10-31 22:06:57
476,Saint-Joseph,-21.3667,55.6167,68.38,84,17,9.91,RE,2021-10-31 22:10:41
477,Zhigansk,66.7697,123.3711,0.46,96,54,10.51,RU,2021-10-31 22:10:42
478,Oskaloosa,41.2964,-92.6444,53.73,43,1,12.66,US,2021-10-31 22:10:42
479,Cozumel,20.5083,-86.9458,82.94,56,1,4.0,MX,2021-10-31 22:07:37
480,Namibe,-15.1961,12.1522,66.72,68,57,8.43,AO,2021-10-31 22:10:43
481,Neiafu,-18.65,-173.9833,81.28,69,20,11.5,TO,2021-10-31 22:10:43
482,Nizwa,22.9333,57.5333,75.94,25,0,5.77,OM,2021-10-31 22:10:44
483,Juba,4.8517,31.5825,75.76,60,26,1.92,SS,2021-10-31 22:10:44
484,Chimbote,-9.0853,-78.5783,65.97,78,16,9.31,PE,2021-10-31 22:10:44
485,Debre Sina,9.85,39.7667,49.55,91,69,2.59,ET,2021-10-31 22:10:45
486,Port-Gentil,-0.7193,8.7815,78.58,86,97,13.67,GA,2021-10-31 22:10:45
487,Sampit,-2.5333,112.95,73.18,99,77,1.77,ID,2021-10-31 22:10:46
488,Eureka,40.8021,-124.1637,68.2,66,75,7.0,US,2021-10-31 22:10:46
489,Nyurba,63.2842,118.3319,14.32,87,57,7.36,RU,2021-10-31 22:10:46
490,Novodugino,55.6305,34.2842,40.14,80,8,10.2,RU,2021-10-31 22:10:47
491,Barentu,15.1139,37.5928,77.81,40,27,6.69,ER,2021-10-31 22:10:47
492,Aguas Vermelhas,-15.7472,-41.46,70.7,76,98,5.41,BR,2021-10-31 22:10:48
493,Conceicao Do Araguaia,-8.2578,-49.2647,76.39,80,86,1.1,BR,2021-10-31 22:10:48
494,Jacareacanga,-6.2222,-57.7528,75.61,92,91,0.85,BR,2021-10-31 22:10:48
495,Hadrut,39.52,47.0318,47.75,87,46,1.45,AZ,2021-10-31 22:10:49
496,Wahpeton,46.2652,-96.6059,43.52,49,90,10.36,US,2021-10-31 22:10:49
497,Togur,58.3631,82.8265,13.87,82,91,10.63,RU,2021-10-31 22:11:50
498,Tlalchapa,18.4,-100.4667,83.19,64,93,1.59,MX,2021-10-31 22:11:50
499,Asau,46.4333,26.4,43.29,92,0,2.55,RO,2021-10-31 22:11:51
500,Edgewater,28.9889,-80.9023,72.01,56,0,3.56,US,2021-10-31 22:11:51
501,Nabire,-3.3667,135.4833,76.84,90,86,1.9,ID,2021-10-31 22:11:51
502,Buala,-8.145,159.5921,82.36,76,98,4.92,SB,2021-10-31 22:11:52
503,Cumnock,55.4544,-4.2664,46.99,96,100,4.36,GB,2021-10-31 22:11:52
504,Port Pirie,-33.1833,138.0167,68.09,20,97,6.35,AU,2021-10-31 22:11:53
505,Broome,42.2506,-75.833,55.89,81,90,1.01,US,2021-10-31 22:11:53
506,Kaniama,-7.5667,24.1833,65.26,96,100,1.23,CD,2021-10-31 22:11:53
507,Hualmay,-11.0964,-77.6139,66.69,76,10,10.0,PE,2021-10-31 22:11:54
508,Baghdad,33.3406,44.4009,73.31,64,100,5.75,IQ,2021-10-31 22:09:33
509,Bintulu,3.1667,113.0333,76.23,91,100,4.09,MY,2021-10-31 22:11:54
510,Anadyr,64.75,177.4833,-5.01,76,0,11.01,RU,2021-10-31 22:11:55
511,Mackay,-21.15,149.2,75.69,77,92,19.62,AU,2021-10-31 22:10:46
512,Independence,39.0911,-94.4155,56.44,45,1,1.99,US,2021-10-31 22:09:33
513,Rafraf,37.1904,10.1837,68.31,78,82,15.52,TN,2021-10-31 22:11:55
514,Sain Alto,23.5833,-103.25,73.44,23,30,2.95,MX,2021-10-31 22:11:56
515,Biloela,-24.4167,150.5,71.92,58,57,13.09,AU,2021-10-31 22:11:56
516,Kahului,20.8947,-156.47,84.97,64,20,13.8,US,2021-10-31 22:11:57
517,Mananjary,-21.2167,48.3333,72.1,93,75,7.2,MG,2021-10-31 22:11:57
518,Nola,40.922,14.5329,65.37,89,100,1.48,IT,2021-10-31 22:10:41
519,Igarka,67.4667,86.5833,-0.24,98,100,4.45,RU,2021-10-31 22:11:58
520,Quesnel,52.9999,-122.5029,42.6,34,3,0.98,CA,2021-10-31 22:08:27
521,Barstow,34.8986,-117.0228,78.15,25,56,16.91,US,2021-10-31 22:11:58
522,Bassila,9.0081,1.6654,75.18,68,89,2.24,BJ,2021-10-31 22:11:59
523,Nyimba,-14.5566,30.8149,81.59,33,13,7.34,ZM,2021-10-31 22:11:59
524,La Ronge,55.1001,-105.2842,33.55,59,99,9.04,CA,2021-10-31 22:11:59
525,Erzin,36.9559,36.2,66.72,64,69,7.09,TR,2021-10-31 22:12:00
526,Outjo,-20.1167,16.15,67.64,18,28,11.12,NA,2021-10-31 22:12:00
527,Trairi,-3.2778,-39.2689,80.29,78,17,9.84,BR,2021-10-31 22:10:46
528,Ostrovnoy,68.0531,39.5131,36.12,80,98,10.42,RU,2021-10-31 22:12:01
529,Mayumba,-3.432,10.6554,77.14,88,98,7.72,GA,2021-10-31 22:12:01
530,Freeport,40.6576,-73.5832,64.42,65,40,8.01,US,2021-10-31 22:12:02
531,Qeshm,26.9581,56.2719,76.87,46,0,5.77,IR,2021-10-31 22:12:03
532,Vestmannaeyjar,63.4427,-20.2734,37.63,68,43,25.23,IS,2021-10-31 22:12:03
533,Sioux Lookout,50.1001,-91.917,35.22,78,99,8.3,CA,2021-10-31 22:12:04
534,Horn Lake,34.9554,-90.0348,70.09,50,1,5.01,US,2021-10-31 22:12:04
535,Bonavista,48.6499,-53.1147,46.11,93,55,15.01,CA,2021-10-31 22:12:04
536,Talaya,61.3833,152.75,-16.89,99,92,1.59,RU,2021-10-31 22:12:05
537,Rafaela,-31.2503,-61.4867,86.65,37,80,13.24,AR,2021-10-31 22:12:05
538,Nishihara,26.1842,127.7558,70.88,83,20,3.44,JP,2021-10-31 22:09:24
539,Atar,20.5169,-13.0499,84.16,17,2,7.31,MR,2021-10-31 22:12:06
540,Chumikan,54.7183,135.315,23.52,61,8,13.22,RU,2021-10-31 22:12:06
541,Enshi,30.3,109.4833,56.7,97,100,0.98,CN,2021-10-31 22:12:07
542,Aksay,47.26,39.87,48.92,76,0,11.01,RU,2021-10-31 22:12:07
543,Boguchany,58.3814,97.4531,32.58,96,100,7.16,RU,2021-10-31 22:13:08
544,Pec,42.6591,20.2883,37.69,82,0,2.08,XK,2021-10-31 22:13:08
545,Barpali,21.2,83.5833,68.86,68,5,4.99,IN,2021-10-31 22:13:09
546,Antalaha,-14.9003,50.2788,72.01,90,9,3.6,MG,2021-10-31 22:13:09
547,Esfarayen,37.0765,57.5101,50.68,49,74,2.1,IR,2021-10-31 22:13:09
548,Tatarani,45.0,25.2667,47.48,99,97,1.97,RO,2021-10-31 22:13:10
549,Puerto Carreno,6.189,-67.4859,79.75,83,75,1.92,CO,2021-10-31 22:13:10
550,Altay,47.8667,88.1167,32.97,93,100,7.36,CN,2021-10-31 22:13:11
551,Aksarka,66.5606,67.7975,1.69,81,54,6.15,RU,2021-10-31 22:13:11
552,Yarmouth,41.7057,-70.2286,61.97,88,1,8.01,US,2021-10-31 22:13:11
553,Bhalki,18.0333,77.2167,66.4,72,34,6.29,IN,2021-10-31 22:13:12
554,Kununurra,-15.7667,128.7333,78.78,78,25,5.75,AU,2021-10-31 22:13:12
555,Panchagarh,26.3313,88.562,66.04,74,0,3.38,BD,2021-10-31 22:13:13
556,Bull Savanna,17.8868,-77.5902,79.52,79,42,8.75,JM,2021-10-31 22:13:13
557,Fort Nelson,58.8053,-122.7002,39.49,37,16,3.53,CA,2021-10-31 22:13:13
558,Newport,51.5877,-2.9984,52.77,85,40,33.17,GB,2021-10-31 22:13:14
559,Rurrenabaque,-14.4413,-67.5278,96.21,30,18,5.79,BO,2021-10-31 22:13:14
560,Melfi,40.9965,15.6514,58.41,80,100,1.97,IT,2021-10-31 22:13:15
561,Sorland,67.667,12.6934,48.24,86,100,24.58,NO,2021-10-31 22:13:15
562,Qasigiannguit,68.8193,-51.1922,34.05,92,100,7.81,GL,2021-10-31 22:13:15
563,General Pico,-35.6566,-63.7568,51.44,96,100,10.02,AR,2021-10-31 22:13:16
564,Little Elm,33.1626,-96.9375,81.64,33,0,1.99,US,2021-10-31 22:10:11
565,Zhangye,38.9342,100.4517,41.04,42,100,5.97,CN,2021-10-31 22:13:16
566,Birjand,32.8663,59.2211,51.35,41,3,5.19,IR,2021-10-31 22:13:17
